placeInfo/name,id,placeInfo/numberOfReviews,placeInfo/rating,rating,text,lang,placeInfo/address,placeInfo/longitude,placeInfo/latitude,placeInfo/webUrl,placeInfo/website,placeInfo/addressObj/postalcode,subtype,description
Riyadh Combat Club,25094073,16,5,5,Hello my name is Adam and  it’s been years that I am training in this club and I really like it so if anybody is searching to train martial arts I really recommend this gym .,en,"Khaled Bin Al-Waleed street, Riyadh 12381 Saudi Arabia",46.642982,24.745787,https://www.tripadvisor.com/Attraction_Review-g293995-d25094073-Reviews-Riyadh_Combat_Club-Riyadh_Riyadh_Province.html,http://riyadhcombatclub.sa,12381,Health/Fitness Clubs & Gyms,"The largest martial arts academy in Riyadh  
Jiu-Jitsu � Boxing � Muay Thai � Kickboxing � Jeet Kune � Wrestling"
رتل للدراجات النارية | RITL motorcycles,24958566,1,5,5,"من افضل المراكز في منطقة الرياض وتعامل الادارة تعامل رائع
مركز متكامل واسعار ففي المتناول

One of the best centers in the Riyadh region, and the administration's treatment is wonderful
An integrated center and affordable prices",en,"9095 Ismail ibn Muslim 9095 Ismail ibn Muslim, Al-Sulai, Riyadh 14267, Riyadh 14267 Saudi Arabia",46.74702307,24.74609933,https://www.tripadvisor.com/Attraction_Review-g293995-d24958566-Reviews-RITL_motorcycles-Riyadh_Riyadh_Province.html,,14267,Multi-day Tours,"Motorcycle tours and rentals, city tours.  
Specialized in all motorcycles, accessories, maintenance, and original spare parts & accessories."
Safa to Marwa,4559047,988,5,5,"It is the name of the hill located inside the Masjid al-Haram in Mecca. It means ""Flint Stone"" in Arabic. When Muslims go for Umrah or Hajj, they perform the obligatory worship of Say by going back and forth between Safa and Marwa Hills seven times. As a word, ""Safa"" means to meet needs and ""Merve"" means generous or, according to some sources, tears. Safa and Marwa (Meeting Needs and Generosity) are among the Signs of Allah and the Signs of Abraham. According to the Quran; There is no sin in the one who visits the House of Allah (Kaaba Bayt al-Haram) during Hajj or Umrah in circumambulating (serving) them. Whoever does good from his heart, Allah is the Most Knowing, the Knowing and the Best Knowing.",en,"Masjid Al Haram, Mecca 24231 Saudi Arabia",39.827274,21.424353,https://www.tripadvisor.com/Attraction_Review-g293993-d4559047-Reviews-Safa_to_Marwa-Mecca_Makkah_Province.html,,,Sacred & Religious Sites,
Globe Roundabout,7194066,226,3.5,3,"como de hábito nas avaliações do tripadvisor, falta uma categoria intermediária entre o razoável (avaliação dada) e o muito bom - que seria excessiva
impactante, mas...
o ideal é que você veja como carona, jamais dirigindo - mesmo porque o trânsito (e os motoristas) em Jeddah é caótico",pt,Jeddah Saudi Arabia,39.1108,21.66463,https://www.tripadvisor.com/Attraction_Review-g295419-d7194066-Reviews-Globe_Roundabout-Jeddah_Makkah_Province.html,,,Points of Interest & Landmarks,
Al Fanateer Beach,7153059,215,4.5,5,"An outstanding City with a beautiful beach ! 

if you are coming to eastern province in Saudi Arabia, then you must to visit Jubail Industrial City and Fanateer Beach !

I recorded a POV video for Jubail and Fanateer, please enjoy it.",en,"Fanateer, Al Jubail 35814 Saudi Arabia",49.569347,27.154606,https://www.tripadvisor.com/Attraction_Review-g298544-d7153059-Reviews-Al_Fanateer_Beach-Al_Jubail_Eastern_Province.html,,35814,Beaches,
Al Qarah Mountain,5989918,194,4.5,4,Location is easily reachable by using GPS. It's a beautiful place to visit in winters but summer time is a big big NO. Most of the areas around are dead. Sizzling hot sand and rocks.,en,"Al Hofuf, Al Ahsa 36351 Saudi Arabia",49.692696,25.411848,https://www.tripadvisor.com/Attraction_Review-g3238664-d5989918-Reviews-Al_Qarah_Mountain-Al_Hofuf_Al_Ahsa_Eastern_Province.html,,36351,Mountains,
Marjan Island,6934794,183,4,4,"Malheureusement pas bien entretenu.   Mais, ça pourrait être très sympa, si plus soignée. Nous n'avons pas pu se restaurer ou boire un boisson frais. Dans son ensemble une jolie place pour les familles. ",fr,"Al-Hamra'a, Dammam 32421 Saudi Arabia",50.105957,26.483883,https://www.tripadvisor.com/Attraction_Review-g298547-d6934794-Reviews-Marjan_Island-Dammam_Eastern_Province.html,,32421,Islands,
Station of Ibrahim,8743012,181,5,5,"We didn't expect that we can be able to touch it because there were too many pilgrims during the time we were there. Didn't have the good look of it nor have the chance to look inside for the time is so limited because you will be carried away, literally from it due to the flock of pilgrims in the area that wanted to do the same as you personally desire. ",en,"Al Haram Road, Mecca 24231 Saudi Arabia",39.82629,21.423956,https://www.tripadvisor.com/Attraction_Review-g293993-d8743012-Reviews-Station_of_Ibrahim-Mecca_Makkah_Province.html,,24231,Religious Sites,
Silver Sands Beach,2195029,179,4,1,"Private place. No access for non-members. This should not even be on TripAdvisor.

We have found this beach on Trip Advisor and went to visit. We were informed by security person, that place is private and there is no possibility to buy day ticket.",en,"Prince Abdullah AlFiasal St, Jeddah 23821 Saudi Arabia",39.054325,21.773617,https://www.tripadvisor.com/Attraction_Review-g295419-d2195029-Reviews-Silver_Sands_Beach-Jeddah_Makkah_Province.html,,23821,Beaches,
Salam Park,6685856,163,4,5,"Calm and relaxing park , can spend 2-3 hours here with family. Good and green for a picnic. Kids enjoyed a lot .",en,Riyadh 12651 Saudi Arabia,46.708622,24.619678,https://www.tripadvisor.com/Attraction_Review-g293995-d6685856-Reviews-Salam_Park-Riyadh_Riyadh_Province.html,http://www.facebook.com/Salam-park-Riyadh-152225124862332,12651,Nature & Parks,
Al Hayat Plaza,4273968,86,4,5,"You can find a diverse range of products including clothing, textiles, traditional Arabic perfumes, spices, jewelry, and handicrafts. Many items reflect the rich cultural heritage of the region. Like many traditional markets, bargaining is common, so shoppers should be prepared to negotiate prices to get the best deals.",en,"King Saud Street Al Anud, Dammam 32427 Saudi Arabia",50.065136,26.442808,https://www.tripadvisor.com/Attraction_Review-g298547-d4273968-Reviews-Al_Hayat_Plaza-Dammam_Eastern_Province.html,,32427,Shopping Malls,
Saqer-Aljazirah Aviation Museum,3470105,113,4,4,"Great place! Definitely need to visit. Ticket cost 10 real only cash. There are many aircrafts outside and inside. But also there is 4D aviation show which is amazing. Tickets for it can buy inside the museum. We were so lucky, the day we went there they ve got some technical problems in the system, but they didn’t cancel the show it was free. I enjoyed my time very much ",en,"East Ring Road of Riyadh Between Exits 10 and 11 Junction of Prince Abdullah Road & Service Road, Riyadh 95603 Saudi Arabia",46.739464,24.754068,https://www.tripadvisor.com/Attraction_Review-g293995-d3470105-Reviews-Saqer_Aljazirah_Aviation_Museum-Riyadh_Riyadh_Province.html,,95603,Specialty Museums,
Fakieh Aquarium,4020986,541,4,4,"I enjoyed my visit to the Fakieh Aquarium. It is situated more to the Northern area of the corniche.
The entry ticket cost me 65 riyals. I didn’t have the option of incorporating the dolphin show. I presume these shows are only on at certain times and when there are more visitors.
My visit was in the early afternoon and the aquarium was very quiet of visitors, making it a better experience for me and allowing me to properly look at each exhibit.
I thought each of the exhibits were well kept and very animal looked well cared for. The whole aquarium was immaculately clean, particularly important when you are walking through the glass tunnel and marvelling at all the sea life around you.
I do care about animal conservation and so it is important to me their living conditions. I do not like exploited animal tourism. Fakieh Aquarium seeks to educate the visitor. 
Yes, the building is slightly dated but it was well laid out and I imagine it is very popular with children. A lot of the signage is aimed at a younger audience and there is also an area where under strict supervision, children can put their hands into the sea water and experience the sea creatures (star fish etc) I think this is fun and educational at the same time.
I was slightly saddened and disappointed when I saw the penguin enclosure. There was only one penguin and although he/she seemed full of life, I thought they were social animals. 
The aquarium has a couple of gift shops selling souvenirs and sweets and also restaurants and snack/cafe choices.
I think my impression of the place was a positive one, particularly due to how quiet it was. I am not sure I would have enjoyed it as much if there were lots of other people there, trying to look at the same things.",en,"Al Kurnaysh Br Rd Next to Al Nawras, Opp Al Shallal Theme Park, Jeddah 23413 Saudi Arabia",39.109554,21.570887,https://www.tripadvisor.com/Attraction_Review-g295419-d4020986-Reviews-Fakieh_Aquarium-Jeddah_Makkah_Province.html,http://www.fakiehaquarium.com,23413,"Nature & Parks, Zoos & Aquariums",
Edge of The World,5053663,395,5,5,"October 2024.  We had a truly awesome half-day trip to the Edge. We had a great guide named Hashem and highly recommend texting or calling him for a tour. (Hashem is on WhatsApp +966 54 846 1616).  He speaks very good english.  He picked us up at our hotel on time at 2pm for a “sunset tour” in a nice SUV - a Tahoe.  Very comfortable ride with good music - about 2 hours there, 2 hours back, depending on which part of a Riyadh you are in. Hashem took GREAT pictures - much better than the ones we took.  At the end, he surprised us with Saudi coffee, tea, water, dates and mixed nuts as we watched the sun set.  We talked the whole time in english about Saudi culture, food, language, and current events, etc..  we had a special request to stop somewhere at the end and he patiently took us there as well. He does tours to other places in the city too.  Highly recommend!
About The Edge-  recommend reserving 24 hours in advance (we were very lucky Hashem was available on short notice of only 2 hours). Guides can do two tours a day and it is usually broken up into a sunrise and a sunset time tour. There are two “hikes”- a 30 minute and a 3 hour hike. We did the 30 minute hike and it was perfect. The 3 hour hike goes from the top to the bottom and back up, with steep paths and large steps.  If you want to walk even less than 30 min, it looks like the vehicles could drive closer to the end of the upper trail where everyone takes pictures. Over all with the drive, 30 minute hike, pictures, and sunset picnic it was about 7 hours.",en,Riyadh 11613 Saudi Arabia,45.99081,24.94614,https://www.tripadvisor.com/Attraction_Review-g293995-d5053663-Reviews-Edge_of_The_World-Riyadh_Riyadh_Province.html,,11613,"4WD, ATV & Off-Road Tours",
Masjid Quba,2649200,960,5,5,"First masjid Build and many improvement for family visit facilities, such as designated prayer areas, separate entrances for men and women, and enhanced restroom facilities. The masjid also offers educational programs for children and adults, as well as community events and social gatherings. Additionally, there are ample parking spaces available for visitors, making it convenient for families to attend. Overall, the masjid aims to provide a welcoming and inclusive environment for all members of the community.",en,,39.61726,24.43979,https://www.tripadvisor.com/ShowUserReviews-g298551-d2649200-r976662334-Masjid_Quba-Medina_Al_Madinah_Province.html,,,Religious Sites,
Kingdom Centre Tower,675824,1922,4.5,5,"A crazy building, not the tallest, but with the most beautiful in the Arab world. More details in ""SAUDI ARABIA - Notes on a trip in autumn 2024"". This travelogue of the solo author over two months in Saudi Arabia will be published in April 2025 as print and e-book",en,"King Fahad Road, Riyadh 11321 Saudi Arabia",46.670082,24.731178,https://www.tripadvisor.com/Attraction_Review-g293995-d675824-Reviews-Kingdom_Centre_Tower-Riyadh_Riyadh_Province.html,https://kingdomcentre.com.sa/,11321,Architectural Buildings,
Jeddah Flagpole,7208956,515,4,2,"As some other posters have mentioned it seems completely hit and miss whether there is a flag on this pole or not.
We were in Jeddah for three days and the flag never appeared while we were there so have to rate it as non event.
I'm sure it's nice if you visit and the flag is flying but if not then a waste of time.",en,"Jeddah Square, Jeddah 22237 Saudi Arabia",39.19553,21.48658,https://www.tripadvisor.com/Attraction_Review-g295419-d7208956-Reviews-Jeddah_Flagpole-Jeddah_Makkah_Province.html,,22237,Points of Interest & Landmarks,
Masjid Al Qiblatayn,2649199,482,5,5,مسجد القبلتين في المدينة المنورة.. معلم إسلامي و آثر  تاريخي قديم . يقع في المدينة المنورة شمال المسجد النبوي الشريف. و يعد ضمن المساجد التاريخية الكبرى ,ar,"Al Qiblatayn, Medina 42312 Saudi Arabia",39.57877,24.48416,https://www.tripadvisor.com/Attraction_Review-g298551-d2649199-Reviews-Masjid_Al_Qiblatayn-Medina_Al_Madinah_Province.html,,42312,Religious Sites,
Al-Rashid Mall,4600507,416,4,5,Amazing Mall. You can really buy everything. Apart from fashion and watches there is a supermarket inside. The staff really nice if don't find something can ask any security people and they help. Kiosks with shop maps not updated.(Maybe because of lot of renovation was in progress by the time I was in.)Highly recommend to go in.,en,"Firas Ibn an Nadr Street, Al Khobar Saudi Arabia",50.180557,26.290854,https://www.tripadvisor.com/Attraction_Review-g298545-d4600507-Reviews-Al_Rashid_Mall-Al_Khobar_Eastern_Province.html,http://www.rashidmall.com,,Shopping Malls,
Mall Of Dhahran,3664964,397,4.5,1,Worst mall ever!! Zero customer service. Don’t waste your time by coming here. The people at the movie theater had no clue where we can purchase movie tickets from. 3 different employees gave us 3 different answers. Never coming back here. Better to go to Bahrain as we used to for movies !!,en,"Mall of Dhahran Blvd, Dhahran 34457 Saudi Arabia",50.169327,26.305836,https://www.tripadvisor.com/Attraction_Review-g298548-d3664964-Reviews-Mall_Of_Dhahran-Dhahran_Eastern_Province.html,http://arabiancentres.com/malls-corporate.php?parentType=10004,34457,Shopping Malls,
Half Moon Beach,4355080,352,4,5,"Whether you’re a kitesurfing beginner or advance rider, we can assist in soaring right into the sport with ease at GKP, especially since kitesurfing is the fastest growing water sport in the word! Kite-surfers get to enjoy ample space and perform tricks on the shores between the kingdoms of Saudi Arabia, Al Khobar - Half Moon Beach.

If you’re looking for any sort of guidance or assistance, the community offers IKO lessons and equipment through its kitesurfing community of Gulf Kitesurfing Paradise.

One of the major highlights of the beach is its safety. Imagine yourself strolling along the pristine white sand, with turquoise waters glistening in the sunlight that welcomes only kite-surfers! And, if you’re really lucky, a dolphin might tail you while you’re trying out waterstart in kitesurfing.

The team offers a safe, serene and idyllic atmosphere, away from the hustle and bustle of Half Moon Beach. Whether you want to  build sandcastles or simply relax with a good book, the whole place offers the perfect setting for a blissful beach experience.

Are you a fan of adrenaline-pumping watersports? You love picturesque beaches, and breathtaking natural beauty? Look no further than Gulf Kitesurfing Paradise (GKP). Located on the southern coast of the 2nd city of Saudi Arabia (Dammam/Al-Khobar), this hidden gem called Zabhna has quickly gained popularity among kiteboarding enthusiasts. With its pristine white sand, crystal-clear waters, and consistent winds, GKP Team offers an unforgettable experience for adventure seekers and kite-surfer lovers alike either from  Saudi Arabia.",en,"Half Moon Bay, Al Khobar 32210 Saudi Arabia",50.06028,26.18376,https://www.tripadvisor.com/Attraction_Review-g298545-d4355080-Reviews-Half_Moon_Beach-Al_Khobar_Eastern_Province.html,,32210,Beaches,
Wadi Hanifa,10358022,343,4,1,"Semplicemente non è un'attrazione turistica. E' un luogo in cui, quando non fa troppo caldo , si può sostare ed anche, immagino , rilassarsi , ma ad un turista non può dire assolutamente nulla . Può essere una risorsa per i cittadini di Riyadh , ma nulla di più. ",it,Riyadh Saudi Arabia,46.70704,24.589685,https://www.tripadvisor.com/Attraction_Review-g293995-d10358022-Reviews-Wadi_Hanifa-Riyadh_Riyadh_Province.html,,,Valleys,
Al Rajhi Mosque,8150867,328,5,5,I visited the mosque as part of a tour by Scientist's Gift. It was a good opportunity to learn more about Islam and to observe evening prayers. The Mesjid is really spectacular! ,en,"Al Akheyar, Al Jazirah, Riyadh 14257 Saudi Arabia",46.77902,24.677277,https://www.tripadvisor.com/Attraction_Review-g293995-d8150867-Reviews-Al_Rajhi_Mosque-Riyadh_Riyadh_Province.html,,14257,Religious Sites,
King Abdullah Park,7250993,309,4.5,5,A beautiful park you can enjoy with family and friends. Rides and toys are the most attraction for kids. Lovely and peaceful park at the heart of Riyadh,en,"Al Ameen Abdullah Al Ali Al Naeem Street, Riyadh 12836 Saudi Arabia",46.73716,24.666656,https://www.tripadvisor.com/Attraction_Review-g293995-d7250993-Reviews-King_Abdullah_Park-Riyadh_Riyadh_Province.html,,12836,Parks,
Al Nakheel Mall,8471270,293,4.5,3,A middle class mall. Some stores are typical just a little worse as they are imitations. Some stores are the original. Clean.,en,"2976 Al Al Imam Saud Ibn Abdul Aziz Branch Road Al Mughrizat, Riyadh 124856121 Saudi Arabia",46.715027,24.767687,https://www.tripadvisor.com/Attraction_Review-g293995-d8471270-Reviews-Al_Nakheel_Mall-Riyadh_Riyadh_Province.html,http://www.arabiancentres.com/mall/index/ar/2/al-nakheel-mall/,124856121,Shopping Malls,
Jannatul Baqi,8015905,281,5,5,"Very spiritual
Very clean
Most calm spot on earth 
Everything is well organized and clean 
People are super friendly and helpful",en,"Southeast of the Masjid al-Nabawi, Medina Saudi Arabia",39.61603,24.48125,https://www.tripadvisor.com/Attraction_Review-g298551-d8015905-Reviews-Jannatul_Baqi-Medina_Al_Madinah_Province.html,http://www.facebook.com/NationalMemorial,,Cemeteries,
Masjid Taneem,2296346,276,4.5,5,This historical site still give us service to take miqot before we perform umrah. But the rest room is lack of cleanliness and maintenance. The location itself is easy to find.,en,"Al Hil, Mecca Saudi Arabia",39.825737,21.42288,https://www.tripadvisor.com/Attraction_Review-g293993-d2296346-Reviews-Masjid_Taneem-Mecca_Makkah_Province.html,,,Religious Sites,
Haramain High Speed Railway,15829319,264,3.5,5,اسرع و احسن طريقة للتنقل من جدة اي مكة المكرمة و إلى المدينة المنورة.  شكرا للمملكة و لضيافتهما للمعتمرين و الحجاج لبيت الله الحرام.,ar,Mecca Saudi Arabia,39.78779,21.41696,https://www.tripadvisor.com/Attraction_Review-g293993-d15829319-Reviews-Haramain_High_Speed_Railway-Mecca_Makkah_Province.html,http://sar.hhr.sa/sites/sro/Pages/home.aspx,,Public Transportation Systems,
Othaim Mall,5000415,261,4,1,"i won the entire bill, the cashier charged me and said that I had a full year to claim my prize and today they said i had lost.",en,"Prince Mohammed Bin Fahd Rd, Dammam 32236 Saudi Arabia",50.116795,26.400047,https://www.tripadvisor.com/Attraction_Review-g298547-d5000415-Reviews-Othaim_Mall-Dammam_Eastern_Province.html,http://www.othaimmalls.com/en/othaim-malls-locations,32236,Shopping Malls,
Riyadh Gallery Mall,3140287,253,4,5,"Excellent mall with good range of stores and food outlets. Spent 3 hours in the mall, very pleasant place to spend the day.",en,"King Fahd Road, Riyadh Saudi Arabia",46.658405,24.74311,https://www.tripadvisor.com/Attraction_Review-g293995-d3140287-Reviews-Riyadh_Gallery_Mall-Riyadh_Riyadh_Province.html,https://www.facebook.com/RiyadhGalleryMall/,,Shopping Malls,
Mall of Arabia,2195347,247,4,4,"Nice place with plenty of good shops to look in. Still not as good as Red Sea Mall in my opinion, but worth a visit. Good for walking round too!",en,"Madinah Road, Jeddah Saudi Arabia",39.15536,21.632332,https://www.tripadvisor.com/Attraction_Review-g295419-d2195347-Reviews-Mall_of_Arabia-Jeddah_Makkah_Province.html,http://www.mallofarabia.com.sa/,,Shopping Malls,
Granada Center,2524569,244,4,3,"A nice mall, but no toilet seats on the toilets. Surely these are basic necessities for good service. This definitely needs to be reviewed.",en,"Eastern Ring Branch Rd, Riyadh Saudi Arabia",46.7308,24.781754,https://www.tripadvisor.com/Attraction_Review-g293995-d2524569-Reviews-Granada_Center-Riyadh_Riyadh_Province.html,http://www.granadacenter.com.sa,,Shopping Malls,
Grave Of Hamzah,7050683,232,4.5,5,Saudi tourism authorities have done a good job of renovating and cleaning up sites of historical importance to Muslims. I visited this site nearly 12 years ago. Today this masjid and the area around Uhud has been cleaned up with requisite facilities for religious tourists. Perhaps a brief narrative in various languages of what transpired here should be posted here so tourists can refresh their memory and the young pilgrims can read and learn. ,en,"Sayed As Shuhada, Medina Saudi Arabia",39.611774,24.504084,https://www.tripadvisor.com/Attraction_Review-g298551-d7050683-Reviews-Grave_Of_Hamzah-Medina_Al_Madinah_Province.html,,,Cemeteries,
King Abdulaziz Historical Center,4022456,145,4.5,5,تضُم القاعة الثانية استكشاف الحضارات القديمة التي نشأت خلال الممالك العربية المتوسطة والمبكرة والمتأخرة، وتشمل المعروضات مجموعة كبيرة من الاكتشافات الأثرية مثل الجداريات من قصر آشوري والمجوهرات المزخرفة والفخار، كما تشمل الكتابات القديمة الثمودية والآرامية والإسلامية التي نُحتت في ألواح حجرية.,ar,"King Saud Rd, Riyadh Saudi Arabia",46.710697,24.64773,https://www.tripadvisor.com/Attraction_Review-g293995-d4022456-Reviews-King_Abdulaziz_Historical_Center-Riyadh_Riyadh_Province.html,http://www.arriyadh.com/ar/cgi-bin/LocalUser/Projects/kahc/index.aspx,,Speciality Museums,
Tahlia Street,5529963,142,4,5,The Main Street in Riyadh. Plenty of upscale shop and many restaurants and lounge to smoke shisha outside. Lively at night.,,"Tahlia Street, Riyadh 12241 Saudi Arabia",46.69089,24.699417,https://www.tripadvisor.com/Attraction_Review-g293995-d5529963-Reviews-Tahlia_Street-Riyadh_Riyadh_Province.html,,12241,Points of Interest & Landmarks,
Shafa Mountains,3530458,137,4,5,It was great pleasure to have some quality time with family at Shafa mountains. Especially evening time is amazing with nice weather.,,Taif 26765 Saudi Arabia,40.284782,21.086374,https://www.tripadvisor.com/Attraction_Review-g298553-d3530458-Reviews-Shafa_Mountains-Taif_Makkah_Province.html,https://www.visitsaudi.com/en/taif/attractions/al-shafa-mountain-in-taif,26765,Mountains,
Al Noor Mall,3664950,135,4,4,"One of the best mall in Madinah, big space and almost many international fashion brand available. The variety of stores caters to all tastes and preferences. The mall also offers a wide range of dining fastfood options. Visitors can enjoy shopping, dining, and no entertainment all in one convenient location. Overall, it is a must-visit destination for both locals and tourists alike.",en,"King Abdullah Road, Branch Rd, Medina 42331 Saudi Arabia",39.59581,24.495924,https://www.tripadvisor.com/Attraction_Review-g298551-d3664950-Reviews-Al_Noor_Mall-Medina_Al_Madinah_Province.html,http://alnoormall.com,42331,Shopping Malls,
Scitech (Prince Sultan Science And Technology Center),4502481,133,4,1,Could be much better . Many stuffs don’t work . Lost around an hour including short movie . On the sea side so can be a paas over place …. Not very impressive,en,"Corniche Road, Al Khobar 31952 Saudi Arabia",50.227936,26.319263,https://www.tripadvisor.com/Attraction_Review-g298545-d4502481-Reviews-Scitech_Prince_Sultan_Science_And_Technology_Center-Al_Khobar_Eastern_Province.html,,31952,Science Museums,
Panorama Mall,2615272,123,4,5,"شراء اثاث مستعمل شمال الرياض شراء اثاث مستعمل حي الخزامي 0551877322حقين الاثاث المستعمل بالرياض يشترون الاثاث المستعمل حي الخزامي ",ar,"Al Takhassusi St. Al Ma'thar Ash Shamali, Riyadh 12332 Saudi Arabia",46.66943,24.69257,https://www.tripadvisor.com/Attraction_Review-g293995-d2615272-Reviews-Panorama_Mall-Riyadh_Riyadh_Province.html,http://www.zoom-creative.com/clients/panorama-mall/index.html,12332,Shopping Malls,
Makkah Mall,3664949,130,4,1,"Makkah Mall is a overpriced, overcharged place, lot of shady deals, duplicate and counterfeit products been sold,would suggest you to completely avoid the same",en,"King Abullah Ibn Abdul Aziz Rd, Mecca 24242 Saudi Arabia",39.88457,21.390781,https://www.tripadvisor.com/Attraction_Review-g293993-d3664949-Reviews-Makkah_Mall-Mecca_Makkah_Province.html,http://makkamall.com,24242,Shopping Malls,
Abha Dam Lake,6881999,108,4.5,3,"There is nothing great about this lake or dam. It's just a small water deposit where the banks are quite littered. There is a small park with benches and a lawn overlooking the water body where you could enjoy the cool breeze which would make you want to doze off. You could carry a rug if you want to enjoy coffee and some snacks, or even lunch. 

The roads to get to this dam are steep, advised to walk if your car isn't in good condition. ",en,Abha 62512 Saudi Arabia,42.487274,18.210419,https://www.tripadvisor.com/Attraction_Review-g298542-d6881999-Reviews-Abha_Dam_Lake-Abha_Asir_Province.html,,62512,Bodies of Water,
Al-Rashid Mega Mall,4536773,110,4,4,"It has many brands of clothing and other items for shopping. Also, connected Carrefour for grocery shopping and movie theater to see latest films.",en,"Second Ring Road King Abdullah Rd, Medina 42361 Saudi Arabia",39.64918,24.487503,https://www.tripadvisor.com/Attraction_Review-g298551-d4536773-Reviews-Al_Rashid_Mega_Mall-Medina_Al_Madinah_Province.html,https://www.facebook.com/Alrashidmallmed,42361,Shopping Malls,
King Abdulaziz Equestrian Field,2572906,106,4.5,5,حبيت المكان والاطلاله الجميله ، الطاقم لطيف والاخ محمد ثروت قام بالواجب من حسن الضيافه ، تجربه جميله وبنكررها كثير,ar,"Al Jenadriyah Road, Al Thumamah Road, Riyadh 13645 Saudi Arabia",46.78472,24.98603,https://www.tripadvisor.com/Attraction_Review-g293995-d2572906-Reviews-King_Abdulaziz_Equestrian_Field-Riyadh_Riyadh_Province.html,http://www.frusiya.com,13645,Horse Tracks,
Wadi Namar,8670865,102,4,5,"A wadi is a desrt river bed that seaosonally is dry or full. Well built and simple Wadi. A quick stop in between seeing other sites. 
",en,"Al Warad, Riyadh 14961 Saudi Arabia",46.68394,24.57215,https://www.tripadvisor.com/Attraction_Review-g293995-d8670865-Reviews-Wadi_Namar-Riyadh_Riyadh_Province.html,,14961,Bodies of Water,
Mount Arafat,11768099,100,5,5,"Great place for a Muslim, you will feel the difference of Duniya and Akherat when you reach at the place. As a Muslim you should visit this place and feel the reality of Akherat",en,Mecca Saudi Arabia,39.9841,21.354595,https://www.tripadvisor.com/Attraction_Review-g293993-d11768099-Reviews-Mount_Arafat-Mecca_Makkah_Province.html,http://www.mzahidtravel.com,,Mountains,
Qaisariah Souq,5989928,96,4,3,"Molto carina la struttura, ma molto piccolo rispetto ad altri souq.
D’estate fa molto caldo e alle 6 non sono ancora aperti tutti i negozi",it,"King Abdul Aziz Road, Al Hofuf, Al Ahsa 36361 Saudi Arabia",49.58892,25.37556,https://www.tripadvisor.com/Attraction_Review-g3238664-d5989928-Reviews-Qaisariah_Souq-Al_Hofuf_Al_Ahsa_Eastern_Province.html,,36361,Historical Markets,
Yanbu Lakes,3957906,91,4,3,"Dear All,
Sea Diver Contracting is a Underwater Marine Maintenance Co. 
The main advantages of our company are optimization in pricing, prompt execution, coordination with client and timely commissioning the project etc. For carrying out, we are having High qualified specialists and divers with good marine experience who are regular and long-term working in a company with advanced diving equipment like Scuba Replacement Packages (SRP), and ultra-modern underwater communication appliances. Our expert divers are certified by IMCA and capable of doing all underwater works.

General construction includes

•	Core lock fixing, Block placing, Jetty construction works, Construction of infrastructure
•	Concrete, steel and similar structures and pipeline installation in zero visibility.
•	concrete placement including preplacement of aggregate concrete, pre-cast concrete
•	Debris cleaning, Intake and Outfall maintenance and ships husbandry etc.…   

If any underwater maintenance work, we have divers and equipment.
Contact: 0508008514, 0532089094",en,"Al-mina Street, Yanbu Saudi Arabia",38.05915,24.08165,https://www.tripadvisor.com/Attraction_Review-g298554-d3957906-Reviews-Yanbu_Lakes-Yanbu_Al_Madinah_Province.html,,,Parks,
The Seven Mosques,7148007,92,4.5,4,"I frequented this site numerous times during my tenure in Saudi Arabia and beyond. Pilgrims are drawn to this place for various reasons: its historical significance, spiritual aura, cultural heritage, landmark status, religious importance, association with Islam, and connection to the Prophet Muhammad (PBUH). This complex comprises seven mosques intricately linked to the Prophet's life and the Battle of Khandaq (the Trench), which was a defensive trench dug by Muslims to protect Medina from the advancing armies of Quraysh and their allies in 5 A.H. The defenders of Medina were stationed in these mosques, each named after the individual stationed there, except for Al-Fath Mosque. Proceeding from north to south, the mosques are Al-Fath Mosque, Salman Al-Farsi Mosque, Abu Bakr As-Siddiq Mosque, Umar bin Khattab Mosque, Ali bin Abi Talib Mosque, Fatimah Az-Zahra Mosque, Saad ibn Mo’az Mosque, and Qiblatain Mosque. Although the Qiblatain Mosque is one kilometer away from the others, it is included because pilgrims visiting the first six mosques typically also visit the Qiblatain Mosque. The largest mosque, Al-Fath, derives its name from the revelation of the Quran's Al-Fath Surah at that location, symbolizing the triumph of Muslims in the battle.",en,"Khalid Ibn Al Walid Rd, Medina 42312 Saudi Arabia",39.59574,24.477068,https://www.tripadvisor.com/Attraction_Review-g298551-d7148007-Reviews-The_Seven_Mosques-Medina_Al_Madinah_Province.html,,42312,Religious Sites,
King Khalid Grand Mosque,8434729,87,4.5,5,"This mosque is discretly elegant, quiet and overall, majestic. It was one of the many mosques I visited while travelling in Riyadh.",en,"4289 Umm Al Hamam Umm Al Hamam Al Gharbi, Riyadh 12326 Saudi Arabia",46.65231,24.700682,https://www.tripadvisor.com/Attraction_Review-g293995-d8434729-Reviews-King_Khalid_Grand_Mosque-Riyadh_Riyadh_Province.html,,12326,Religious Sites,
