name,placeRating,theme,address,latitude,longitude,webUrl,textRating,text,numberOfReviews,lang,placeID,website,city,imageUrl,description,text_sentiment,subtype
krispy kreme Exit 14 Rabwa - Krispy Kreme Exit 14 Rabwa,4.2,cafe shop,,24.6908745,46.7603653,https://www.google.com/maps/place/krispy+kreme+Exit+14+Rabwa+-+%D9%83%D8%B1%D8%B3%D8%A8%D9%8A+%D9%83%D8%B1%D9%8A%D9%85+%D9%85%D8%AE%D8%B1%D8%AC+14+%D8%A7%D9%84%D8%B1%D8%A8%D9%88%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2f07b1aea3ff35:0x6549ab888985cb82!8m2!3d24.6908745!4d46.7603653!16s%2Fg%2F11sj4nyv1d!19sChIJNf-jrrEHLz4RgsuFiYirSWU?authuser=0&hl=en&rclk=1,,,6,,,,,,,,cafe shops
there's a cafe,4.6,cafe shop,,24.7396025,46.7593067,https://www.google.com/maps/place/eto+cafe/data=!4m7!3m6!1s0x3e2f01fc1aaa2c15:0x2ca3f8eab0d42434!8m2!3d24.7396025!4d46.7593067!16s%2Fg%2F11rx2854ly!19sChIJFSyqGvwBLz4RNCTUsOr4oyw?authuser=0&hl=en&rclk=1,,,57,,,,,,,,cafe shops
Dana Cafe Dana Cafe Rabwa,4.1,cafe shop,,24.6896567,46.7592649,https://www.google.com/maps/place/Dana+Cafe+%D8%AF%D8%A7%D9%86%D8%A9+%D9%83%D8%A7%D9%81%D9%8A%D9%87+%D8%A7%D9%84%D8%B1%D8%A8%D9%88%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2f0744307658c5:0x5b94743d85488659!8m2!3d24.6896567!4d46.7592649!16s%2Fg%2F11h5tyhns5!19sChIJxVh2MEQHLz4RWYZIhT10lFs?authuser=0&hl=en&rclk=1,,,29,,,,,,,,cafe shops
Abu Fahd tea on embers,5.0,cafe shop,,24.9483254,46.7590855,https://www.google.com/maps/place/%D8%B4%D8%A7%D9%8A+%D8%A7%D8%A8%D9%88+%D9%81%D9%87%D8%AF+%D8%B9%D9%84%D9%89+%D8%A7%D9%84%D8%AC%D9%85%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x3e2ef76272e05fd5:0x8e40ce4f81cd1ac5!8m2!3d24.9483254!4d46.7590855!16s%2Fg%2F11tngkcgbd!19sChIJ1V_gcmL3Lj4RxRrNgU_OQI4?authuser=0&hl=en&rclk=1,,,2,,,,,,,,cafe shops
Samavar Cafe,4.1,cafe shop,,24.612858,46.7590146,https://www.google.com/maps/place/Samawer+Cafe/data=!4m7!3m6!1s0x3e2f08a530afc4e9:0x8afc43e3e7670756!8m2!3d24.612858!4d46.7590146!16s%2Fg%2F1pp2x5n2r!19sChIJ6cSvMKUILz4RVgdn5-ND_Io?authuser=0&hl=en&rclk=1,,,1417,,,,,,,,cafe shops
Flakes Cafe Flex enough (specialized coffee),4.7,cafe shop,,24.8255776,46.7590138,https://www.google.com/maps/place/FLAKES+CAFE+%D9%81%D9%84%D9%8A%D9%83%D8%B3+%D9%83%D8%A7%D9%81%D9%8A%D8%A9+%28%D9%82%D9%87%D9%88%D8%A9+%D9%85%D8%AE%D8%AA%D8%B5%D9%87%29%E2%80%AD/data=!4m7!3m6!1s0x3e2eff4330536f79:0xb6076773c3aeca8b!8m2!3d24.8255776!4d46.7590138!16s%2Fg%2F11ny0cnsc3!19sChIJeW9TMEP_Lj4Ri8quw3NnB7Y?authuser=0&hl=en&rclk=1,,,259,,,,,,,,cafe shops
Wisdom Cafe,4.3,cafe shop,,24.7465613,46.7588768,https://www.google.com/maps/place/Wisdom+Cafe/data=!4m7!3m6!1s0x3e2ee3f6ffcc4689:0x9211e04d9abe8fe3!8m2!3d24.7465613!4d46.7588768!16s%2Fg%2F11gydlxfcd!19sChIJiUbM__bjLj4R44--mk3gEZI?authuser=0&hl=en&rclk=1,,,696,,,,,,,,cafe shops
First tea,5.0,cafe shop,,24.9488032,46.7588133,https://www.google.com/maps/place/%D8%B4%D8%A7%D9%8A+%D8%A7%D9%84%D8%A7%D9%88%D9%84%D9%8A%D9%86%E2%80%AD/data=!4m7!3m6!1s0x3e2ef749b10d0aa7:0xf554603bc4a56a5c!8m2!3d24.9488032!4d46.7588133!16s%2Fg%2F11sfb7yjyd!19sChIJpwoNsUn3Lj4RXGqlxDtgVPU?authuser=0&hl=en&rclk=1,,,2,,,,,,,,cafe shops
WAST ALQAHRA Coffee shop - Cafe in downtown Cairo,4.6,cafe shop,,24.5916426,46.7587146,https://www.google.com/maps/place/WAST+ALQAHRA+Coffee+shop+-+%D9%83%D8%A7%D9%81%D9%8A%D9%87+%D9%88%D8%B3%D8%B7+%D8%A7%D9%84%D9%82%D8%A7%D9%87%D8%B1%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2f091e6083fd41:0xb5893b1c6c20a0d0!8m2!3d24.5916426!4d46.7587146!16s%2Fg%2F11tp3v5qh_!19sChIJQf2DYB4JLz4R0KAgbBw7ibU?authuser=0&hl=en&rclk=1,,,30,,,,,,,,cafe shops
Al Barha Riyad,3.9,cafe shop,,24.6410629,46.7586976,https://www.google.com/maps/place/%D8%A7%D9%84%D8%A8%D8%B1%D8%AD%D9%87+%D8%B1%D9%8A%D8%A7%D8%B6%E2%80%AD/data=!4m7!3m6!1s0x3e2f0707e99b593d:0x302ad2b76ad1a288!8m2!3d24.6410629!4d46.7586976!16s%2Fg%2F11h7z24sd0!19sChIJPVmb6QcHLz4RiKLRarfSKjA?authuser=0&hl=en&rclk=1,,,59,,,,,,,,cafe shops
Lavender,5.0,cafe shop,,24.949665,46.758236,https://www.google.com/maps/place/%D8%AE%D8%B2%D8%A7%D9%85%E2%80%AD/data=!4m7!3m6!1s0x3e2ef7b9b865a0f1:0x7073a2e1baa0a97c!8m2!3d24.949665!4d46.758236!16s%2Fg%2F11k4557wkb!19sChIJ8aBluLn3Lj4RfKmguuGic3A?authuser=0&hl=en&rclk=1,,,3,,,,,,,,cafe shops
Special Taste,4.0,cafe shop,,24.7683,46.7582168,https://www.google.com/maps/place/Special+Taste/data=!4m7!3m6!1s0x3e2f016ca945d4dd:0x24132525ec95e8f6!8m2!3d24.7683!4d46.7582168!16s%2Fg%2F11gxxhq3yz!19sChIJ3dRFqWwBLz4R9uiV7CUlEyQ?authuser=0&hl=en&rclk=1,,,63,,,,,,,,cafe shops
The era of tea,4.9,cafe shop,,24.6718402,46.7578621,https://www.google.com/maps/place/%D8%B9%D8%B5%D8%B1+%D8%A7%D9%84%D8%B4%D8%A7%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x3e2f078d841bcc3f:0xb621af8c00b923c5!8m2!3d24.6718402!4d46.7578621!16s%2Fg%2F11tnst8yss!19sChIJP8wbhI0HLz4RxSO5AIyvIbY?authuser=0&hl=en&rclk=1,,,27,,,,,,,,cafe shops
Ranosh - Ranosh,4.8,cafe shop,,24.7450984,46.7575568,https://www.google.com/maps/place/Ranosh+-+%D8%B1%D9%86%D9%88%D8%B4%E2%80%AD/data=!4m7!3m6!1s0x3e2f01ca4a97bb23:0xd397377e371e6771!8m2!3d24.7450984!4d46.7575568!16s%2Fg%2F11kbn64d3w!19sChIJI7uXSsoBLz4RcWceN343l9M?authuser=0&hl=en&rclk=1,,,13,,,,,,,,cafe shops
My special coffee graphics,4.7,cafe shop,,24.6060236,46.7572555,https://www.google.com/maps/place/%D8%A8%D9%8A%D8%A7%D9%86%D9%8A+%D9%84%D9%84%D9%82%D9%87%D9%88%D8%A9+%D8%A7%D9%84%D9%85%D8%AE%D8%AA%D8%B5%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2f0922001503d5:0xbbc28d67e7e29bfe!8m2!3d24.6060236!4d46.7572555!16s%2Fg%2F11skrppkkc!19sChIJ1QMVACIJLz4R_pvi52eNwrs?authuser=0&hl=en&rclk=1,,,60,,,,,,,,cafe shops
Bayani Cafe Specialty coffee,4.8,cafe shop,,24.6060299,46.7572335,https://www.google.com/maps/place/%D8%A8%D9%8A%D8%A7%D9%86%D9%8A+%D9%83%D8%A7%D9%81%D9%8A%D9%87+%D9%82%D9%87%D9%88%D8%A9+%D9%85%D8%AA%D8%AE%D8%B5%D8%B5%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2f09c067b98eeb:0x944f75607be9553c!8m2!3d24.6060299!4d46.7572335!16s%2Fg%2F11s5nnt8tc!19sChIJ6465Z8AJLz4RPFXpe2B1T5Q?authuser=0&hl=en&rclk=1,,,15,,,,,,,,cafe shops
NOMAS COFFEE,4.5,cafe shop,,24.7233447,46.7565117,https://www.google.com/maps/place/NOMAS+COFFEE/data=!4m7!3m6!1s0x3e2f0130a79bc289:0x215193bac7688410!8m2!3d24.7233447!4d46.7565117!16s%2Fg%2F11mvp3wg45!19sChIJicKbpzABLz4REIRox7qTUSE?authuser=0&hl=en&rclk=1,,,482,,,,,,,,cafe shops
Arrow Cafe | Arrow cafe,4.4,cafe shop,,24.7981272,46.7560961,https://www.google.com/maps/place/%D8%A3%D8%B1%D9%88%D9%88+%D9%83%D8%A7%D9%81%D9%8A%D9%87+%7C+Arrow+cafe%E2%80%AD/data=!4m7!3m6!1s0x3e2effef3ccefe43:0x20f32af953b294d2!8m2!3d24.7981272!4d46.7560961!16s%2Fg%2F11q3rwwlpw!19sChIJQ_7OPO__Lj4R0pSyU_kq8yA?authuser=0&hl=en&rclk=1,,,91,,,,,,,,cafe shops
PROF CAFE,4.2,cafe shop,,24.8130625,46.7560625,https://www.google.com/maps/place/PROF+CAFE/data=!4m7!3m6!1s0x3e2effb1a41a24a1:0xc9f8931f8d77239d!8m2!3d24.8130625!4d46.7560625!16s%2Fg%2F11q277rz3l!19sChIJoSQapLH_Lj4RnSN3jR-T-Mk?authuser=0&hl=en&rclk=1,,,137,,,,,,,,cafe shops
Makani Cafe | My place is sufficient,4.3,cafe shop,,24.6826763,46.7560195,https://www.google.com/maps/place/MAKANI+Cafe+%7C+%D9%85%D9%83%D8%A7%D9%86%D9%8A+%D9%83%D8%A7%D9%81%D9%8A%D9%87%E2%80%AD/data=!4m7!3m6!1s0x3e2f076c11bacc49:0xa1f22925f1786666!8m2!3d24.6826763!4d46.7560195!16s%2Fg%2F11js2sbjbr!19sChIJScy6EWwHLz4RZmZ48SUp8qE?authuser=0&hl=en&rclk=1,,,112,,,,,,,,cafe shops
Coffee 45 degrees,4.4,cafe shop,,24.8124412,46.7559785,https://www.google.com/maps/place/Coffee+45+degrees/data=!4m7!3m6!1s0x3e2effa4be0c2cbb:0xcf440621b0441408!8m2!3d24.8124412!4d46.7559785!16s%2Fg%2F11ptqc4t5h!19sChIJuywMvqT_Lj4RCBREsCEGRM8?authuser=0&hl=en&rclk=1,,,23,,,,,,,,cafe shops
VELOCE CAFE - Veloce Cafe,3.6,cafe shop,,24.7672688,46.7559417,https://www.google.com/maps/place/VELOCE+CAFE+-+%D9%81%D9%8A%D9%84%D9%88%D8%AA%D8%B4%D9%8A+%D9%83%D8%A7%D9%81%D9%8A%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2f012ab9f833eb:0x732cb3412b52f81c!8m2!3d24.7672688!4d46.7559417!16s%2Fg%2F11fm49p09l!19sChIJ6zP4uSoBLz4RHPhSK0GzLHM?authuser=0&hl=en&rclk=1,,,168,,,,,,,,cafe shops
Tea of ​​pleasure,4.9,cafe shop,,24.5977011,46.7551338,https://www.google.com/maps/place/%D8%B4%D8%A7%D9%8A+%D8%A7%D9%84%D8%B3%D8%B1%D9%88%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x3e2f092518605481:0x36ea18f20249cbd8!8m2!3d24.5977011!4d46.7551338!16s%2Fg%2F11twt6kh3c!19sChIJgVRgGCUJLz4R2MtJAvIY6jY?authuser=0&hl=en&rclk=1,,,7,,,,,,,,cafe shops
Hot drinks,5.0,cafe shop,,24.6727218,46.7550921,https://www.google.com/maps/place/%D9%85%D8%B4%D8%B1%D9%88%D8%A8%D8%A7%D8%AA+%D8%B3%D8%A7%D8%AE%D9%86%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2f07b53213af87:0x99e7c6d967983cfb!8m2!3d24.6727218!4d46.7550921!16s%2Fg%2F11kb5b5f_t!19sChIJh68TMrUHLz4R-zyYZ9nG55k?authuser=0&hl=en&rclk=1,,,21,,,,,,,,cafe shops
Star One Coffee,4.6,cafe shop,,24.6111875,46.7550625,https://www.google.com/maps/place/Star+One+Coffee/data=!4m7!3m6!1s0x3e2f098de5b39371:0xbca2a0ee8787bf61!8m2!3d24.6111875!4d46.7550625!16s%2Fg%2F11k3lly2ld!19sChIJcZOz5Y0JLz4RYb-Hh-6gorw?authuser=0&hl=en&rclk=1,,,99,,,,,,,,cafe shops
Toffee Coffee,4.0,cafe shop,,24.6111875,46.7550625,https://www.google.com/maps/place/Toffee+Coffee/data=!4m7!3m6!1s0x3e2f08afd4ad95f5:0xa032773e93ddc699!8m2!3d24.6111875!4d46.7550625!16s%2Fg%2F1pp2x5x2s!19sChIJ9ZWt1K8ILz4Rmcbdkz53MqA?authuser=0&hl=en&rclk=1,,,775,,,,,,,,cafe shops
Arabica cofee,3.9,cafe shop,,24.5995938,46.7549303,https://www.google.com/maps/place/Arabica+cofee/data=!4m7!3m6!1s0x3e2f09c98b421add:0x767fe71bd06a97c6!8m2!3d24.5995938!4d46.7549303!16s%2Fg%2F11rnht20gl!19sChIJ3RpCi8kJLz4Rxpdq0Bvnf3Y?authuser=0&hl=en&rclk=1,,,108,,,,,,,,cafe shops
3rd Floor Coffee,3.8,cafe shop,,24.7667762,46.7548871,https://www.google.com/maps/place/3rd+Floor+Coffee/data=!4m7!3m6!1s0x3e2f0193e02d0b69:0x7a707fb37a6b0453!8m2!3d24.7667762!4d46.7548871!16s%2Fg%2F11lgtcv0zv!19sChIJaQst4JMBLz4RUwRrerN_cHo?authuser=0&hl=en&rclk=1,,,796,,,,,,,,cafe shops
TAB ELHANA CAFE,4.9,cafe shop,,24.6132274,46.7547896,https://www.google.com/maps/place/TAB+ELHANA+CAFE+%D8%B7%D8%A7%D8%A8+%D8%A7%D9%84%D9%87%D9%86%D8%A7+%D9%83%D8%A7%D9%81%D9%8A%D9%87%E2%80%AD/data=!4m7!3m6!1s0x3e2f093486524819:0x3460db267738e06e!8m2!3d24.6132274!4d46.7547896!16s%2Fg%2F11s861_mgn!19sChIJGUhShjQJLz4RbuA4dybbYDQ?authuser=0&hl=en&rclk=1,,,73,,,,,,,,cafe shops
The Coffeeholics Roastery and Cafe,4.1,cafe shop,,24.7665386,46.754486,https://www.google.com/maps/place/The+Coffeeholics+Roastery+and+Cafe/data=!4m7!3m6!1s0x3e2f01607d3ce6db:0x51e32e150744385a!8m2!3d24.7665386!4d46.754486!16s%2Fg%2F11lkfwghs6!19sChIJ2-Y8fWABLz4RWjhEBxUu41E?authuser=0&hl=en&rclk=1,,,455,,,,,,,,cafe shops
FIST,4.5,cafe shop,,24.766564,46.754343,https://www.google.com/maps/place/KUMO/data=!4m7!3m6!1s0x3e2f013887d7fe37:0xfee5eafb4feddf36!8m2!3d24.766564!4d46.754343!16s%2Fg%2F11nft3dtw0!19sChIJN_7XhzgBLz4RNt_tT_vq5f4?authuser=0&hl=en&rclk=1,,,222,,,,,,,,cafe shops
LevelUp,4.1,cafe shop,,24.7663909,46.7543001,https://www.google.com/maps/place/LevelUp/data=!4m7!3m6!1s0x3e2f014f3d05a013:0x9caacb37772e6fab!8m2!3d24.7663909!4d46.7543001!16s%2Fg%2F11s4y0s161!19sChIJE6AFPU8BLz4Rq28udzfLqpw?authuser=0&hl=en&rclk=1,,,205,,,,,,,,cafe shops
Coffee neighborhood,4.6,cafe shop,,24.7007379,46.754232,https://www.google.com/maps/place/Bario+Cafe/data=!4m7!3m6!1s0x3e2f014d3e1fb619:0x9d01bc91d62eff8a!8m2!3d24.7007379!4d46.754232!16s%2Fg%2F11p5ph2hml!19sChIJGbYfPk0BLz4Riv8u1pG8AZ0?authuser=0&hl=en&rclk=1,,,280,,,,,,,,cafe shops
No NAME CAFE,4.9,cafe shop,,24.6006712,46.7542254,https://www.google.com/maps/place/No+NAME+CAFE/data=!4m7!3m6!1s0x3e2f0985b93716e9:0x80425350e75f65aa!8m2!3d24.6006712!4d46.7542254!16s%2Fg%2F11rxcgbpq2!19sChIJ6RY3uYUJLz4RqmVf51BTQoA?authuser=0&hl=en&rclk=1,,,830,,,,,,,,cafe shops
HERO COFFEE NEW,4.1,cafe shop,,24.5813334,46.7541964,https://www.google.com/maps/place/HERO+COFFEE+NEW/data=!4m7!3m6!1s0x3e2f098a67b62bf7:0x44d372e226dd6a36!8m2!3d24.5813334!4d46.7541964!16s%2Fg%2F11h6rxywxc!19sChIJ9yu2Z4oJLz4RNmrdJuJy00Q?authuser=0&hl=en&rclk=1,,,155,,,,,,,,cafe shops
Diwaniyah Samra,3.7,cafe shop,,24.5813247,46.7541741,https://www.google.com/maps/place/%D8%AF%D9%8A%D9%88%D8%A7%D9%86%D9%8A%D8%A9+%D8%B3%D9%85%D8%B1%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2f09ee6568a3ff:0x6a4f3c9960d1e63c!8m2!3d24.5813247!4d46.7541741!16s%2Fg%2F11fn46sl6_!19sChIJ_6NoZe4JLz4RPObRYJk8T2o?authuser=0&hl=en&rclk=1,,,102,,,,,,,,cafe shops
Cacti | cacti,4.8,cafe shop,,24.7652729,46.7540127,https://www.google.com/maps/place/%D9%83%D8%A7%D9%83%D8%AA%D9%8A+%7C+cacti%E2%80%AD/data=!4m7!3m6!1s0x3e2f01fc5b1871cb:0xe8e90ab81120cede!8m2!3d24.7652729!4d46.7540127!16s%2Fg%2F11sfbq1qkr!19sChIJy3EYW_wBLz4R3s4gEbgK6eg?authuser=0&hl=en&rclk=1,,,19,,,,,,,,cafe shops
Bateel Cafe,4.4,cafe shop,,24.572302,46.7538522,https://www.google.com/maps/place/Batheel+Cafe/data=!4m7!3m6!1s0x3e2f095c3fbede8d:0xfb061fce0bb6e186!8m2!3d24.572302!4d46.7538522!16s%2Fg%2F11q93fd666!19sChIJjd6-P1wJLz4RhuG2C84fBvs?authuser=0&hl=en&rclk=1,,,17,,,,,,,,cafe shops
Cafe,5.0,cafe shop,,24.7619321,46.7538444,https://www.google.com/maps/place/%D9%85%D9%82%D9%87%D9%89+%D9%84%D9%82%D9%8A%D8%A7%E2%80%AD/data=!4m7!3m6!1s0x3e2f01d0066c17bb:0x5246d6b5a3251af!8m2!3d24.7619321!4d46.7538444!16s%2Fg%2F11s9cj_3t9!19sChIJuxdsBtABLz4Rr1EyWmttJAU?authuser=0&hl=en&rclk=1,,,4,,,,,,,,cafe shops
Quick cafe,4.1,cafe shop,,24.5691881,46.7538197,https://www.google.com/maps/place/Veloce+cafe/data=!4m7!3m6!1s0x3e2f09a20a2942f7:0x305f281a9075687f!8m2!3d24.5691881!4d46.7538197!16s%2Fg%2F11tsnpngfv!19sChIJ90IpCqIJLz4Rf2h1kBooXzA?authuser=0&hl=en&rclk=1,,,27,,,,,,,,cafe shops
ABELLA coffee,4.7,cafe shop,,24.7318916,46.7536019,https://www.google.com/maps/place/ABELLA+caf%C3%A9/data=!4m7!3m6!1s0x3e2f011167452343:0x7a8397376731ce1f!8m2!3d24.7318916!4d46.7536019!16s%2Fg%2F11qkkx3ckj!19sChIJQyNFZxEBLz4RH84xZzeXg3o?authuser=0&hl=en&rclk=1,,,333,,,,,,,,cafe shops
Robsta Cafe,4.2,cafe shop,,24.5684269,46.7536018,https://www.google.com/maps/place/%D8%B1%D9%88%D8%A8%D8%B3%D8%AA%D8%A7+%D9%83%D8%A7%D9%81%D9%8A%D9%87%E2%80%AD/data=!4m7!3m6!1s0x3e2f093143df4d47:0x1be9fd6aef02d91c!8m2!3d24.5684269!4d46.7536018!16s%2Fg%2F11gfgq2j02!19sChIJR03fQzEJLz4RHNkC72r96Rs?authuser=0&hl=en&rclk=1,,,37,,,,,,,,cafe shops
Dunkin 'Donuts - Qurtubah 2,3.9,cafe shop,,24.8142534,46.7535927,https://www.google.com/maps/place/Dunkin%27+Donuts+-+Qurtubah+2/data=!4m7!3m6!1s0x3e2efe86bf552b7d:0xeebf1180855c2882!8m2!3d24.8142534!4d46.7535927!16s%2Fg%2F11h9wkggp4!19sChIJfStVv4b-Lj4RgihchYARv-4?authuser=0&hl=en&rclk=1,,,231,,,,,,,,cafe shops
Have fun time,5.0,cafe shop,,24.5719895,46.7535317,https://www.google.com/maps/place/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A+%D9%88%D9%82%D8%AA+%D8%A7%D9%84%D8%B2%D9%8A%D9%86%E2%80%AD/data=!4m7!3m6!1s0x3e2f0961de2fd8f7:0x8f51189534ff2920!8m2!3d24.5719895!4d46.7535317!16s%2Fg%2F11p00m76l_!19sChIJ99gv3mEJLz4RICn_NJUYUY8?authuser=0&hl=en&rclk=1,,,1,,,,,,,,cafe shops
Coffin keffiyeh Drive Thero,4.1,cafe shop,,24.5701612,46.7532614,https://www.google.com/maps/place/Coffin+keffiyeh+Drive+Thero/data=!4m7!3m6!1s0x3e2f09319ad53881:0x2252a16593970ad2!8m2!3d24.5701612!4d46.7532614!16s%2Fg%2F11b67dcncv!19sChIJgTjVmjEJLz4R0gqXk2WhUiI?authuser=0&hl=en&rclk=1,,,50,,,,,,,,cafe shops
King Muhammad,4.9,cafe shop,,24.6928146,46.7531002,https://www.google.com/maps/place/%D8%B4%D8%A7%D9%87%D9%8A+%D8%A7%D9%85+%D9%85%D8%AD%D9%85%D8%AF%E2%80%AD/data=!4m7!3m6!1s0x3e2f07618a824477:0x75059cf85c2e2f8e!8m2!3d24.6928146!4d46.7531002!16s%2Fg%2F11h1l16tbq!19sChIJd0SCimEHLz4Rji8uXPicBXU?authuser=0&hl=en&rclk=1,,,159,,,,,,,,cafe shops
Library buffet,4.0,cafe shop,,24.7102155,46.7530256,https://www.google.com/maps/place/%D8%A8%D9%88%D9%81%D9%8A%D9%87+%D8%A7%D9%84%D9%85%D9%83%D8%AA%D8%A8%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2f016d40bab405:0x969254c1a27092ec!8m2!3d24.7102155!4d46.7530256!16s%2Fg%2F11g047n317!19sChIJBbS6QG0BLz4R7JJwosFUkpY?authuser=0&hl=en&rclk=1,,,5,,,,,,,,cafe shops
exit20 cafe,4.1,cafe shop,,24.6101592,46.7526693,https://www.google.com/maps/place/exit20+cafe/data=!4m7!3m6!1s0x3e2f09ea6d59b285:0x28f1065e38791713!8m2!3d24.6101592!4d46.7526693!16s%2Fg%2F11p71pvbx4!19sChIJhbJZbeoJLz4RExd5OF4G8Sg?authuser=0&hl=en&rclk=1,,,250,,,,,,,,cafe shops
Luxury juices,4.0,cafe shop,,24.836378,46.7525986,https://www.google.com/maps/place/%D8%B9%D8%B5%D8%A7%D8%A6%D8%B1+%D8%AA%D8%B1%D9%81%E2%80%AD/data=!4m7!3m6!1s0x3e2effa75e1b9b43:0x40b0cd3ec5ce4a95!8m2!3d24.836378!4d46.7525986!16s%2Fg%2F11qgb1wvnw!19sChIJQ5sbXqf_Lj4RlUrOxT7NsEA?authuser=0&hl=en&rclk=1,,,25,,,,,,,,cafe shops
Coven,2.8,cafe shop,,24.7222145,46.7525343,https://www.google.com/maps/place/%D9%83%D9%88%D9%81%D9%86%E2%80%AD/data=!4m7!3m6!1s0x3e2f01e1877ab81d:0x1e315b8dc2bb6e2a!8m2!3d24.7222145!4d46.7525343!16s%2Fg%2F11khs8mt4_!19sChIJHbh6h-EBLz4RKm67wo1bMR4?authuser=0&hl=en&rclk=1,,,4,,,,,,,,cafe shops
cafe,4.1,cafe shop,,24.7224489,46.7524761,https://www.google.com/maps/place/%D9%85%D9%82%D9%87%D9%89%E2%80%AD/data=!4m7!3m6!1s0x3e2f01138113b8ff:0xe5c6724a9bf6abb9!8m2!3d24.7224489!4d46.7524761!16s%2Fg%2F11fmpwzw83!19sChIJ_7gTgRMBLz4Ruav2m0pyxuU?authuser=0&hl=en&rclk=1,,,47,,,,,,,,cafe shops
Manuel cafe Manuel cafe,4.3,cafe shop,,24.7342688,46.752349,https://www.google.com/maps/place/Manuel+cafe+%D9%85%D8%A7%D9%86%D9%88%D9%8A%D9%84+%D9%83%D8%A7%D9%81%D9%8A%D9%87%E2%80%AD/data=!4m7!3m6!1s0x3e2f0117120906c5:0x42a3470b833b651d!8m2!3d24.7342688!4d46.752349!16s%2Fg%2F11rk2f1pq_!19sChIJxQYJEhcBLz4RHWU7gwtHo0I?authuser=0&hl=en&rclk=1,,,23,,,,,,,,cafe shops
Black and White,3.7,cafe shop,,24.6947538,46.7522798,https://www.google.com/maps/place/Black+and+White/data=!4m7!3m6!1s0x3e2f06ab5c44624d:0x9410e7085864911b!8m2!3d24.6947538!4d46.7522798!16s%2Fg%2F11cn03_txg!19sChIJTWJEXKsGLz4RG5FkWAjnEJQ?authuser=0&hl=en&rclk=1,,,456,,,,,,,,cafe shops
Cellan 3 tea,4.6,cafe shop,,24.580161,46.7519694,https://www.google.com/maps/place/%D8%B4%D8%A7%D9%8A+%D8%B3%D9%8A%D9%84%D8%A7%D9%86+%D9%A3+%D8%A7%D9%84%D8%B9%D8%B2%D9%8A%D8%B2%D9%8A%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2f094317cee9e3:0x3fb95d9035299cc!8m2!3d24.580161!4d46.7519694!16s%2Fg%2F11t7m8dbgk!19sChIJ4-nOF0MJLz4RzJlSA9mV-wM?authuser=0&hl=en&rclk=1,,,95,,,,,,,,cafe shops
Hebro Cafe,4.4,cafe shop,,24.7421966,46.7518071,https://www.google.com/maps/place/Hebro+Cafe/data=!4m7!3m6!1s0x3e2f01a3b6cf0b83:0x57b5019a96c52879!8m2!3d24.7421966!4d46.7518071!16s%2Fg%2F11p0hdps_f!19sChIJgwvPtqMBLz4ReSjFlpoBtVc?authuser=0&hl=en&rclk=1,,,296,,,,,,,,cafe shops
Herfy 271,4.4,cafe shop,,24.5946221,46.7516487,https://www.google.com/maps/place/Herfy+271/data=!4m7!3m6!1s0x3e2f095e359e31b9:0x31bb86f5b05e511b!8m2!3d24.5946221!4d46.7516487!16s%2Fg%2F11hz2dkk0r!19sChIJuTGeNV4JLz4RG1FesPWGuzE?authuser=0&hl=en&rclk=1,,,5,,,,,,,,cafe shops
Roasters and nuts,3.7,cafe shop,,24.7962914,46.7515319,https://www.google.com/maps/place/%D9%85%D8%AD%D8%A7%D9%85%D8%B5+%D9%88%D9%85%D9%83%D8%B3%D8%B1%D8%A7%D8%AA%E2%80%AD/data=!4m7!3m6!1s0x3e2efe7697f97af1:0x65cb41c1b3ee1d20!8m2!3d24.7962914!4d46.7515319!16s%2Fg%2F11hbc2_wny!19sChIJ8Xr5l3b-Lj4RIB3us8FBy2U?authuser=0&hl=en&rclk=1,,,6,,,,,,,,cafe shops
S.one Lounge - This One Lonage,4.8,cafe shop,,24.8401302,46.7512874,https://www.google.com/maps/place/s.one+lounge+-+%D8%A7%D8%B3+%D9%88%D9%86+%D9%84%D8%A7%D9%88%D9%86%D8%AC%E2%80%AD/data=!4m7!3m6!1s0x3e2eff39a179d22f:0x71ed1da993a1469e!8m2!3d24.8401302!4d46.7512874!16s%2Fg%2F11tnhpvmqc!19sChIJL9J5oTn_Lj4Rnkahk6kd7XE?authuser=0&hl=en&rclk=1,,,46,,,,,,,,cafe shops
